,tweet_id,tweet_text,clean_text
170,1205702804523954178,@JannaBees @RobertIrvine Thanks—4 months  later! Lol. I almost never use Twitter. This looked scrumptious on the show. Yum!,  Thanks—4 months  later! Lol. I almost never use Twitter. This looked scrumptious on the show. Yum!
171,1205704965580369922,RT @RobertIrvine: Add this delicious chicken into your meal rotation! https://t.co/bvOGxjCXeg,RT : Add this delicious chicken into your meal rotation! 
172,1205729962931523584,I checked in at JINYA Ramen Bar on #Yelp https://t.co/yZhd8JYECb,I checked in at JINYA Ramen Bar on #Yelp 
173,1205811654698635265,"Check out JINYA Ramen Bar Signs New Deal in Henderson, Nevada https://t.co/Jbbdijgpc6","Check out JINYA Ramen Bar Signs New Deal in Henderson, Nevada "
174,1205853121509052417,"Haven't seen a commercial yet, but I do see a mini ad in the corner promoting the return of #restaurantimpossible December 26!  There's something to look forward to post Christmas!  @RobertIrvine @FoodNetwork","Haven't seen a commercial yet, but I do see a mini ad in the corner promoting the return of #restaurantimpossible December 26!  There's something to look forward to post Christmas!   "
175,1205880241471795200,The Oyster Bar And Grill At Harrah’s Las Vegas: Splurge-Worthy Decadent Dining https://t.co/6qK2pd5oUa @HarrahsVegas https://t.co/9uNuUFKQNa,The Oyster Bar And Grill At Harrah’s Las Vegas: Splurge-Worthy Decadent Dining   
176,1205883612849004544,@Vegastrader2 @eatinglasvegas Crispy Garlic Prawns ? at Lotus of Siam,  Crispy Garlic Prawns ? at Lotus of Siam
177,1205883851068919808,"@RobertIrvine Great to hear from you mate, hope you gave John a good send off ??"," Great to hear from you mate, hope you gave John a good send off ??"
178,1205895682307117058,"@RobertIrvine I know he wont?... Happy Christmas to you and yours also mate, see you in the NY ? ???"," I know he wont?... Happy Christmas to you and yours also mate, see you in the NY ? ???"
179,1205898706047758338,@kenjilopezalt Lotus of Siam. End of discussion., Lotus of Siam. End of discussion.
180,1205898773840506880,@kenjilopezalt Lotus of Siam. Absinthe or Penn &amp; Teller for a show., Lotus of Siam. Absinthe or Penn &amp; Teller for a show.
181,1205898851325890560,@kenjilopezalt Bacchanal buffet at Caesar’s. Gotta do a buffet once. Might as well be the best one, Bacchanal buffet at Caesar’s. Gotta do a buffet once. Might as well be the best one
182,1205899031911817217,@kenjilopezalt Lotus of Siam., Lotus of Siam.
183,1205899352213901313,@kenjilopezalt Lotus of Siam, Lotus of Siam
184,1205899378378051584,"@kenjilopezalt Lotus of Siam for sure, L'Atelier de Joel Robuchon (sit at the bar, get a glass of red, potato puree, rinse and repeat) and KA."," Lotus of Siam for sure, L'Atelier de Joel Robuchon (sit at the bar, get a glass of red, potato puree, rinse and repeat) and KA."
185,1205899837930999808,"@kenjilopezalt Imperial health spa, a drive to Hoover dam, lunch at tacos el gordo, dinner at lotus of Siam, gambling all night"," Imperial health spa, a drive to Hoover dam, lunch at tacos el gordo, dinner at lotus of Siam, gambling all night"
186,1205899999508344834,"@RobertIrvine Enjoy your time in Palm Beach.  If you could help #RT I'd truly appreciate it - if anyone is looking for #PayItForward ideas, our classroom could use any help.  We appreciate your consideration!  @verizon is helping with a 1.5x match! https://t.co/SErtCz4ngy"," Enjoy your time in Palm Beach.  If you could help #RT I'd truly appreciate it - if anyone is looking for #PayItForward ideas, our classroom could use any help.  We appreciate your consideration!   is helping with a 1.5x match! "
187,1205900213849747458,"@kenjilopezalt I'll second Lotus of Siam for food. The High Roller is cool if that's your kind of thing, especially at night when all the lights are on.

Downtown for some older Vegas feel and cheaper gambling. And Pizza Rock there has good pizza a few ways, too."," I'll second Lotus of Siam for food. The High Roller is cool if that's your kind of thing, especially at night when all the lights are on.

Downtown for some older Vegas feel and cheaper gambling. And Pizza Rock there has good pizza a few ways, too."
188,1205900411657428992,@kenjilopezalt The Pinball Hall of Fame. Lotus of Siam. LOVE., The Pinball Hall of Fame. Lotus of Siam. LOVE.
189,1205902348683362304,"@kenjilopezalt Daytime downtown. Eat Lotus of Siam. Nighttime strip.  Just take it in, people watch. If you want a drink, Chandelier bar is an experience.  See if they'll make you a verbena."," Daytime downtown. Eat Lotus of Siam. Nighttime strip.  Just take it in, people watch. If you want a drink, Chandelier bar is an experience.  See if they'll make you a verbena."
190,1205902765035147265,@ericeatsout @kenjilopezalt Jonathan Gold thought it was the best Thai place in the country  https://t.co/KUn1U53SSi,  Jonathan Gold thought it was the best Thai place in the country  
191,1205902961190174720,@RobertIrvine The fact you are friends with this guy makes you even more cool!!!, The fact you are friends with this guy makes you even more cool!!!
192,1205904354655424512,@kenjilopezalt Lotus of Siam!! Best khao soi I’ve ever had., Lotus of Siam!! Best khao soi I’ve ever had.
193,1205908734473621504,@jinyaramenbar I see you ? #SaturdaySocial #SaturdayVibes #ramen, I see you ? #SaturdaySocial #SaturdayVibes #ramen
194,1205912307634753537,RT @MrsMcD6: @RobertIrvine Enjoy your time in Palm Beach.  If you could help #RT I'd truly appreciate it - if anyone is looking for #PayItF…,RT :  Enjoy your time in Palm Beach.  If you could help #RT I'd truly appreciate it - if anyone is looking for #PayItF…
195,1205913148747743232,"@kenjilopezalt Museum of Atomic testing, conveniently across the street from the much acclaimed Lotus of Siam restaurant"," Museum of Atomic testing, conveniently across the street from the much acclaimed Lotus of Siam restaurant"
196,1205913617499115520,@RobertIrvine @verizon Thank you for the retweet Mr. Irvine ?,  Thank you for the retweet Mr. Irvine ?
197,1205915223934111744,"@kenjilopezalt For food, Lotus of Siam and Tacos El Gordo. For entertainment, The Neon Museum and the Pinball Museum"," For food, Lotus of Siam and Tacos El Gordo. For entertainment, The Neon Museum and the Pinball Museum"
198,1205918661015457792,@kenjilopezalt LOTUS OF SIAM, LOTUS OF SIAM
199,1205922234671329280,@kenjilopezalt I saw some Lotus of Siam comments above. I would concur. On the flipside there are a ton of great suggestions above. So maybe Lotus of Siam and then something else., I saw some Lotus of Siam comments above. I would concur. On the flipside there are a ton of great suggestions above. So maybe Lotus of Siam and then something else.
200,1205925085787410432,@kenjilopezalt Thomas Keller's Bouchon in the Venetian for lunch. Lotus of Siam is a must for dinner., Thomas Keller's Bouchon in the Venetian for lunch. Lotus of Siam is a must for dinner.
201,1205926196048998407,@RobertIrvine Have fun!, Have fun!
202,1205928765605302272,@RobertIrvine If you insist., If you insist.
203,1205931330367705088,@kenjilopezalt Shang Artisan Noodle on West Flamingo!, Shang Artisan Noodle on West Flamingo!
204,1205932784977694720,"RT @RobertIrvine: Well good afternoon everyone , another whirlwind week for Team Irvine. Today we’re I  Oalm Beach FL for Palm Beach wine a…","RT : Well good afternoon everyone , another whirlwind week for Team Irvine. Today we’re I  Oalm Beach FL for Palm Beach wine a…"
205,1205935461899915266,@kenjilopezalt Lotus of Siam, Lotus of Siam
206,1205937537086296064,RT @RobertIrvine: Start your Saturday night off right with this cocktail. https://t.co/ZJAD5Cz47C,RT : Start your Saturday night off right with this cocktail. 
207,1205938248813547521,RT @RobertIrvine: Start your Saturday night off right with this cocktail. https://t.co/ZJAD5Cz47C,RT : Start your Saturday night off right with this cocktail. 
208,1205938270342791168,@kenjilopezalt Lotus of Siam is incredible Thai food and off the strip., Lotus of Siam is incredible Thai food and off the strip.
209,1205940583358963714,@kenjilopezalt Lotus of Siam.  Red Rocks.  The rest is AWFUL., Lotus of Siam.  Red Rocks.  The rest is AWFUL.
210,1205944919333859328,I checked in at Bacchanal Buffet on #Yelp https://t.co/ZyXGpw7xpv,I checked in at Bacchanal Buffet on #Yelp 
211,1205957798581817344,@kenjilopezalt Anywhere but Vegas. Horrible place. (But Lotus of Siam is supposed to be pretty great.), Anywhere but Vegas. Horrible place. (But Lotus of Siam is supposed to be pretty great.)
212,1205966646122180608,@jinyaramenbar Are there plans for any new locations in Utah?, Are there plans for any new locations in Utah?
213,1205968995884523520,@DaveBngDave @kenjilopezalt I would def do Lotus of Siam for dinner and then absinthe after. Great evening.,  I would def do Lotus of Siam for dinner and then absinthe after. Great evening.
214,1205969478049247232,@jinyaramenbar y’all promised to fix the delivery prices a year ago &amp; they’re still wrong. all i want is spicy creamy vegan ramen., y’all promised to fix the delivery prices a year ago &amp; they’re still wrong. all i want is spicy creamy vegan ramen.
215,1205969971932622848,@RadioFreeTom @JMoLawre Then you must go to Lotus of Siam. ??,  Then you must go to Lotus of Siam. ??
216,1205973292760420352,RT @RobertIrvine: Come in @USArmy let’s wake up now .. @USNavy is controlling the game ????????@SecArmy @USNavyUnderSec ??????????,RT : Come in  let’s wake up now ..  is controlling the game ????????  ??????????
217,1205973527284912129,RT @RobertIrvine: Come in @USArmy let’s wake up now .. @USNavy is controlling the game ????????@SecArmy @USNavyUnderSec ??????????,RT : Come in  let’s wake up now ..  is controlling the game ????????  ??????????
218,1205975857795411968,@RobertIrvine @USArmy @USNavy @SecArmy @USNavyUnderSec Can’t wait for your new season.?,     Can’t wait for your new season.?
219,1205975945607360514,@RobertIrvine @USArmy @USNavy @SecArmy @USNavyUnderSec That’s how Army football has played all year.  Die hard fan but it’s sad the way the played this year,     That’s how Army football has played all year.  Die hard fan but it’s sad the way the played this year
220,1205978555974324232,@RobertIrvine @USArmy @USNavy @SecArmy @USNavyUnderSec ????. Go Navy!,     ????. Go Navy!
221,1205985072278466560,@RobertIrvine @USArmy @USNavy @SecArmy @USNavyUnderSec I know never Give up but Navy has this one.?,     I know never Give up but Navy has this one.?
222,1205990199181729792,@karinaxlv The aria buffet !!!! They have it all 7 days of the week !, The aria buffet !!!! They have it all 7 days of the week !
223,1205993551072387072,"@kenjilopezalt Lotus of Siam, Raku, @AriaLV crawl of Carbone, Julian Serrano, Bardot, and @chinapoblano"," Lotus of Siam, Raku,  crawl of Carbone, Julian Serrano, Bardot, and "
224,1205997920534687744,@kenjilopezalt Chinatown and Lotus of Siam (best with a group so you can order more)., Chinatown and Lotus of Siam (best with a group so you can order more).
225,1206031989331124224,@D_ByersArtist @LouDPhillips @RealCarrotTop @theRealJaneBond @KeikoAgena @nkotbblockhead1 @Loretta_Swit @ceoaetnews @gnuman1979 @TheDoochMan @vincentdonofrio @RobertIrvine That's just too adorable. Thanks for sharing Donna. ; ),            That's just too adorable. Thanks for sharing Donna. ; )
226,1206032550356869120,@D_ByersArtist @gnuman1979 @LouDPhillips @RealCarrotTop @theRealJaneBond @KeikoAgena @nkotbblockhead1 @Loretta_Swit @ceoaetnews @bawoldridge @TheDoochMan @vincentdonofrio @RobertIrvine Nothing like the love of mom! Thanks for sharing.,             Nothing like the love of mom! Thanks for sharing.
227,1206036291638513665,"@kenjilopezalt Lotus of Siam, hands down."," Lotus of Siam, hands down."
228,1206037728393093121,"So @ulysisam proposed to me on the SkyView Atlanta after dinner at Jinya Ramen Bar. Of course I said YES! 

He did amazing with the ring. Sapphire main with black diamonds and super detailed rose gold band. ?? https://t.co/2CR7dYm9ij","So  proposed to me on the SkyView Atlanta after dinner at Jinya Ramen Bar. Of course I said YES! 

He did amazing with the ring. Sapphire main with black diamonds and super detailed rose gold band. ?? "
229,1206037847490347008,"RT @FunkyColdCuban: So @ulysisam proposed to me on the SkyView Atlanta after dinner at Jinya Ramen Bar. Of course I said YES! 

He did amaz…","RT : So  proposed to me on the SkyView Atlanta after dinner at Jinya Ramen Bar. Of course I said YES! 

He did amaz…"
230,1206038282783600642,"RT @FunkyColdCuban: So @ulysisam proposed to me on the SkyView Atlanta after dinner at Jinya Ramen Bar. Of course I said YES! 

He did amaz…","RT : So  proposed to me on the SkyView Atlanta after dinner at Jinya Ramen Bar. Of course I said YES! 

He did amaz…"
231,1206043640231014400,"RT @RobertIrvine: Well congratulations to @USNavy on a Great , valiant win over @USArmy .. well done to both teams , Remember this is Ameri…","RT : Well congratulations to  on a Great , valiant win over  .. well done to both teams , Remember this is Ameri…"
232,1206047334255284224,@D_ByersArtist @LouDPhillips @RealCarrotTop @theRealJaneBond @KeikoAgena @nkotbblockhead1 @Loretta_Swit @ceoaetnews @gnuman1979 @bawoldridge @TheDoochMan @vincentdonofrio @RobertIrvine Awwwwwwwwe!  Thanks for the smiles!!,             Awwwwwwwwe!  Thanks for the smiles!!
233,1206047799445479425,"RT @FunkyColdCuban: So @ulysisam proposed to me on the SkyView Atlanta after dinner at Jinya Ramen Bar. Of course I said YES! 

He did amaz…","RT : So  proposed to me on the SkyView Atlanta after dinner at Jinya Ramen Bar. Of course I said YES! 

He did amaz…"
234,1206049749926895616,@RobertIrvine @USNavy @USArmy They don't have the Marines play because it would be a massacre.,   They don't have the Marines play because it would be a massacre.
235,1206052919620980737,"RT @FunkyColdCuban: So @ulysisam proposed to me on the SkyView Atlanta after dinner at Jinya Ramen Bar. Of course I said YES! 

He did amaz…","RT : So  proposed to me on the SkyView Atlanta after dinner at Jinya Ramen Bar. Of course I said YES! 

He did amaz…"
236,1206054883805323265,First time eating ramen. I’m at @jinyaramenbar with it too. https://t.co/piI77IOXDK,First time eating ramen. I’m at  with it too. 
237,1206056441884229632,"@kenjilopezalt Breakfast at EAT, lunch at Lotus of Siam, dinner at Forte Tapas with the Pinball Hall of Fame and Clark County Wetlands mixed in for fun!"," Breakfast at EAT, lunch at Lotus of Siam, dinner at Forte Tapas with the Pinball Hall of Fame and Clark County Wetlands mixed in for fun!"
238,1206057865825394688,RT @WeirdO_Odd: First time eating ramen. I’m at @jinyaramenbar with it too. https://t.co/piI77IOXDK,RT : First time eating ramen. I’m at  with it too. 
239,1206081555388456960,"So we got back from the #Aria Buffet, and actually had a good time. Pho aside...
https://t.co/QxNMioiDu9 via @YouTube","So we got back from the #Aria Buffet, and actually had a good time. Pho aside...
 via "
240,1206083118563643393,"RT @RobertIrvine: Well congratulations to @USNavy on a Great , valiant win over @USArmy .. well done to both teams , Remember this is Ameri…","RT : Well congratulations to  on a Great , valiant win over  .. well done to both teams , Remember this is Ameri…"
241,1206092821293174789,@kenjilopezalt Lotus of Siam. Maybe the best Thai in the US. Amazing Riesling selection there. Get the garlic shrimp and eat the deep fried shells., Lotus of Siam. Maybe the best Thai in the US. Amazing Riesling selection there. Get the garlic shrimp and eat the deep fried shells.
242,1206101679063482368,"@D_ByersArtist @LouDPhillips @RealCarrotTop @theRealJaneBond @KeikoAgena @nkotbblockhead1 @Loretta_Swit @gnuman1979 @bawoldridge @TheDoochMan @vincentdonofrio @RobertIrvine So many warm and fuzzy moments! Thank you so much for sharing! 
?????","            So many warm and fuzzy moments! Thank you so much for sharing! 
?????"
243,1206217663225184256,"RT @RobertIrvine: Well congratulations to @USNavy on a Great , valiant win over @USArmy .. well done to both teams , Remember this is Ameri…","RT : Well congratulations to  on a Great , valiant win over  .. well done to both teams , Remember this is Ameri…"
244,1206218109562114048,Wishing @RobertIrvine a speedy recovery from surgery. https://t.co/jyGgkllUV5,Wishing  a speedy recovery from surgery. 
245,1206225097473826816,RT @RobertIrvine: Here In @Disney the most magical place on the https://t.co/m8oGsIXjDp for 2000 Amazing Family members @GarySiniseFound Sn…,RT : Here In  the most magical place on the  for 2000 Amazing Family members  Sn…
246,1206233548191084544,"RT @FunkyColdCuban: So @ulysisam proposed to me on the SkyView Atlanta after dinner at Jinya Ramen Bar. Of course I said YES! 

He did amaz…","RT : So  proposed to me on the SkyView Atlanta after dinner at Jinya Ramen Bar. Of course I said YES! 

He did amaz…"
247,1206237314365571072,"@RobertIrvine Planning our adventures for 2020, and @TropLV is high on the list. Would love to see you &amp; RI Public House again (I miss the food!). We can schedule around your travels; have someone lets me know your LV dates (no way to dm you). BTW, the chef coat is being well taken care of. https://t.co/TzcVYkUl0Z"," Planning our adventures for 2020, and  is high on the list. Would love to see you &amp; RI Public House again (I miss the food!). We can schedule around your travels; have someone lets me know your LV dates (no way to dm you). BTW, the chef coat is being well taken care of. "
248,1206257429408862209,Can they open a @jinyaramenbar in Michigan ? I’ve been craving the creamy vegan,Can they open a  in Michigan ? I’ve been craving the creamy vegan
249,1206259162038128640,@RobertIrvine @gailkimITSME Look for the drama The Two Popes. Strong performances from Anthony Hopkins and Jonathan Pryce about two spiritual men with different paths. A mature look at faith that doesn't preach to the choir.,  Look for the drama The Two Popes. Strong performances from Anthony Hopkins and Jonathan Pryce about two spiritual men with different paths. A mature look at faith that doesn't preach to the choir.
250,1206272998224941056,Lotus Of Siam To Re-Open Original Las Vegas Location https://t.co/WYzvteb3Cq @LotusOfSiam #Vegas https://t.co/J42WX690o9,Lotus Of Siam To Re-Open Original Las Vegas Location   #Vegas 
251,1206273347497017345,RT @AccessVegas: Lotus Of Siam To Re-Open Original Las Vegas Location https://t.co/WYzvteb3Cq @LotusOfSiam #Vegas https://t.co/J42WX690o9,RT : Lotus Of Siam To Re-Open Original Las Vegas Location   #Vegas 
252,1206279155630985216,RT @RobertIrvine: Kevin  couldn’t Agree more ... ???????????True Patriots https://t.co/eqjKcgkBAF,RT : Kevin  couldn’t Agree more ... ???????????True Patriots 
253,1206295539056181249,@RobertIrvine @USNavy @USArmy Right on! USA!!!,   Right on! USA!!!
254,1206302159437873153,The Bacchanal Buffet is catering to Midwesterners https://t.co/tFbKIusIGo,The Bacchanal Buffet is catering to Midwesterners 
255,1206302170431344643,@chiksdigscars @RobertIrvine @marines You call this coward a friend?   Ugh.,   You call this coward a friend?   Ugh.
256,1206304327305875456,"@jinyaramenbar do you have your official nutritional information published online anywhere?  I can’t find it. Specifically, I’m interest in my fav: Tonkotsu Spicy Ramen"," do you have your official nutritional information published online anywhere?  I can’t find it. Specifically, I’m interest in my fav: Tonkotsu Spicy Ramen"
257,1206323522735226881,"@JossetDiaz Any of the @jinyaramenbar iterations, including Robata Jinya. Tonkatsu Black is my favorite (with black garlic)."," Any of the  iterations, including Robata Jinya. Tonkatsu Black is my favorite (with black garlic)."
258,1206328006790258688,"You're a God........
I'm not Worthy....

I love Chicken Nuggets....
I can never BE this Great at Nuggets lol

@gailkimITSME @RobertIrvine @CarmellaWWE @georgiasmith87 @FlyinBrianJr @TheZedaZhang @WWEAsuka @AlexaBliss_WWE @KaylaBraxtonWWE https://t.co/AhSXottoNR","You're a God........
I'm not Worthy....

I love Chicken Nuggets....
I can never BE this Great at Nuggets lol

         "
